Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Data Engineer,Full-Time,Mid,82900,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,63900,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Mid,160000,United States,United States,Large,2022
Machine Learning Scientist,Full-Time,Mid,112300,United States,United States,Large,2022
Data Science Manager,Full-Time,Mid,241000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Mid,159000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,80000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,58000,United States,United States,Small,2022
Data Engineer,Full-Time,Senior,136000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,108800,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,242000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,165220,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,120160,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,124190,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,181940,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,220110,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,160080,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,120000,United States,United States,Large,2022
Data Analyst,Full-Time,Mid,126500,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,106260,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,155000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,120600,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,102100,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,84900,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,136620,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,99360,United States,United States,Medium,2022
Data Analyst,Full-Time,Executive,130000,United States,United States,Medium,2022
Data Analyst,Full-Time,Executive,110000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,170000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,161342,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,137141,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,167000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,211500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,138600,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,160000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,113000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,95550,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,167000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,115500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,243900,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,156600,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,136600,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,128875,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,93700,United States,United States,Medium,2022
Head of Data Science,Full-Time,Executive,224000,United States,United States,Medium,2022
Head of Data Science,Full-Time,Executive,167875,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,175000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,135000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,205300,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,176000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,200100,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,70500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,54000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,205300,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,140400,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,205300,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,184700,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,175100,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,140250,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,116150,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,99050,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,214000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,192600,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,266400,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,213120,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,141300,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,102100,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,206699,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,99100,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,110500,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,60000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,230000,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Senior,150260,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Senior,109280,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,129000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,69000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,25000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,126500,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,106260,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,135000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,50000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,220000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,200000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,324000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,216000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,185100,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,104890,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,120000,United States,United States,Small,2022
Applied Data Scientist,Full-Time,Mid,157000,United States,United States,Large,2022
Data Engineer,Full-Time,Entry,65000,United States,United States,Small,2022
Data Scientist,Full-Time,Mid,109000,United States,United States,Large,2021
Machine Learning Scientist,Full-Time,Mid,153000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,152500,United States,United States,Medium,2022
Research Scientist,Full-Time,Entry,120000,United States,United States,Large,2022
Data Scientist,Full-Time,Mid,135000,United States,United States,Large,2022
Data Analytics Lead,Full-Time,Senior,405000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,150000,United States,United States,Large,2021
Data Science Manager,Full-Time,Senior,240000,United States,United States,Large,2021
Data Analyst,Full-Time,Mid,135000,United States,United States,Large,2021
Data Scientist,Full-Time,Entry,80000,United States,United States,Medium,2021
Applied Data Scientist,Full-Time,Senior,380000,United States,United States,Large,2022
Applied Data Scientist,Full-Time,Senior,177000,United States,United States,Large,2022
Principal Data Scientist,Full-Time,Senior,220000,United States,United States,Large,2021
Data Analyst,Full-Time,Mid,90000,United States,United States,Medium,2021
Data Scientist,Full-Time,Entry,100000,United States,United States,Small,2021
Research Scientist,Full-Time,Senior,144000,United States,United States,Large,2022
Financial Data Analyst,Full-Time,Entry,100000,United States,United States,Large,2022
Data Scientist,Full-Time,Mid,82500,United States,United States,Small,2021
Data Engineer,Full-Time,Entry,120000,United States,United States,Medium,2022
Computer Vision Engineer,Full-Time,Entry,125000,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Senior,120000,United States,United States,Small,2021
Data Analyst,Full-Time,Entry,50000,United States,United States,Medium,2021
Principal Data Engineer,Full-Time,Senior,200000,United States,United States,Medium,2021
Data Engineer,Full-Time,Mid,200000,United States,United States,Large,2021
Data Engineer,Full-Time,Mid,100000,United States,United States,Large,2021
Data Architect,Full-Time,Mid,170000,United States,United States,Large,2021
Data Architect,Full-Time,Mid,150000,United States,United States,Large,2021
BI Data Analyst,Full-Time,Entry,55000,United States,United States,Small,2021
Director of Data Science,Full-Time,Executive,250000,United States,United States,Large,2021
Data Engineer,Full-Time,Entry,80000,United States,United States,Large,2021
Big Data Engineer,Full-Time,Entry,70000,United States,United States,Large,2020
Machine Learning Engineer,Full-Time,Entry,125000,United States,United States,Small,2021
Data Analytics Manager,Full-Time,Senior,120000,United States,United States,Medium,2021
Research Scientist,Full-Time,Mid,450000,United States,United States,Medium,2020
Data Science Manager,Full-Time,Senior,144000,United States,United States,Large,2021
Data Scientist,Full-Time,Mid,150000,United States,United States,Medium,2021
Data Science Consultant,Full-Time,Mid,103000,United States,United States,Large,2020
Data Engineer,Full-Time,Senior,153000,United States,United States,Large,2021
Data Engineer,Full-Time,Mid,90000,United States,United States,Large,2021
Data Analyst,Full-Time,Entry,90000,United States,United States,Small,2021
Data Analyst,Full-Time,Entry,60000,United States,United States,Small,2021
Data Analytics Engineer,Full-Time,Mid,110000,United States,United States,Large,2021
Machine Learning Engineer,Full-Time,Entry,250000,United States,United States,Large,2020
Machine Learning Engineer,Full-Time,Entry,138000,United States,United States,Small,2020
Data Engineer,Full-Time,Mid,140000,United States,United States,Large,2021
Lead Data Analyst,Full-Time,Senior,170000,United States,United States,Large,2021
Data Analyst,Full-Time,Entry,80000,United States,United States,Medium,2021
BI Data Analyst,Full-Time,Mid,100000,United States,United States,Medium,2021
Head of Data,Full-Time,Executive,235000,United States,United States,Large,2021
Machine Learning Scientist,Full-Time,Entry,225000,United States,United States,Large,2021
Data Engineer,Full-Time,Senior,150000,United States,United States,Medium,2021
Data Engineer,Full-Time,Senior,115000,United States,United States,Small,2021
Data Engineer,Full-Time,Mid,106000,United States,United States,Large,2020
Computer Vision Software Engineer,Full-Time,Entry,70000,United States,United States,Medium,2021
Lead Data Engineer,Full-Time,Senior,276000,United States,United States,Large,2021
Data Engineer,Full-Time,Senior,188000,United States,United States,Large,2020
Data Scientist,Full-Time,Mid,105000,United States,United States,Large,2020
Data Engineer,Full-Time,Senior,174000,United States,United States,Large,2021
