Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Data Engineer,Full-Time,Senior,121000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,78000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,159000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,105000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,155000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,102000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,374000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,197500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,240000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,187000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,190000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,195000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,119000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,80000,United States,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,266450,United States,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,177700,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,245000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,185000,United States,United States,Medium,2023
Data Operations Specialist,Full-Time,Senior,55720,United States,United States,Medium,2023
Data Operations Specialist,Full-Time,Senior,50700,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,200000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,196000,United States,United States,Medium,2023
Data Architect,Full-Time,Mid,135000,United States,United States,Medium,2023
Data Architect,Full-Time,Mid,115000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,302000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,189000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,65000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,55000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,220000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,170000,United States,United States,Medium,2023
BI Analyst,Full-Time,Senior,150000,United States,United States,Medium,2023
BI Analyst,Full-Time,Senior,93000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,190000,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,216000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,184000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,100000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,128750,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,79350,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,174000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,134000,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,155000,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,125000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,194400,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,132192,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,273400,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,182200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,124230,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,68637,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,204000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,161500,United States,United States,Medium,2023
Decision Scientist,Full-Time,Senior,185900,United States,United States,Medium,2023
Decision Scientist,Full-Time,Senior,129300,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,100000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,148750,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,95000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,287700,United States,United States,Large,2023
ML Engineer,Full-Time,Senior,148000,United States,United States,Large,2023
Data Scientist,Full-Time,Senior,227240,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,197600,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,221000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,185000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,210000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,178500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,180000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,150000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,285000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,205000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,146000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,237400,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,158200,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,192000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,164000,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,150000,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,141000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,267000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,205000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,147100,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,90700,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,72000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,141000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,240000,United States,United States,Small,2023
Data Scientist,Full-Time,Senior,142000,United States,United States,Small,2023
Data Analyst,Full-Time,Entry,80000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,268000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,180000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,144628,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,115702,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,144000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,93500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,208200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,151200,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,270000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,220000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,194500,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,115500,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,50000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,40000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,155000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,65000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,280100,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,168100,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,120000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,149040,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,113900,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,165000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,145000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,274450,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,199600,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,83500,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,52500,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,306000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,204000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,136000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,104000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,81500,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,250000,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,180000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,70000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,157000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,140700,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,109600,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,278000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,173000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,305000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,24000,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,259000,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,138750,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,192000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,178000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,218000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,85000,United States,United States,Medium,2023
Data Specialist,Full-Time,Senior,132000,United States,United States,Medium,2023
Data Specialist,Full-Time,Senior,71500,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,215050,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,113100,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,130000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,85000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,250000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,200000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,123000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,136505,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,100895,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,275300,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,183500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,105200,United States,United States,Medium,2023
Data Architect,Full-Time,Mid,240000,United States,United States,Medium,2023
Data Manager,Full-Time,Mid,130000,United States,United States,Medium,2023
Data Manager,Full-Time,Mid,120000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,93000,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,177000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,190000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,105000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,317070,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,170730,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,170000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,125000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,158700,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,123906,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,166000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,128000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,333500,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,180500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,242921,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,170045,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,257400,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,210600,United States,United States,Medium,2023
Data Operations Specialist,Full-Time,Mid,65000,United States,United States,Medium,2023
Data Operations Specialist,Full-Time,Mid,50000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,293000,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,260000,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,192000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,170000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,125000,United States,United States,Medium,2023
Business Intelligence Data Analyst,Full-Time,Entry,99000,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,100000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,233000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,166000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,185100,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,127600,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,105000,United States,United States,Medium,2023
Data Analyst,Full-Time,Executive,160000,United States,United States,Medium,2023
Data Analyst,Full-Time,Executive,55000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,241000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,163000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,120000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,118000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,311000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,162540,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,258750,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,225000,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,145000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,190000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,165000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,153600,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,106800,United States,United States,Medium,2023
ETL Developer,Full-Time,Senior,182850,United States,United States,Medium,2023
ETL Developer,Full-Time,Senior,113000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,95000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,126000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,86400,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,232760,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,169280,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,162500,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,130000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,240350,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,174800,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,154000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,116000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,153600,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,107500,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,178000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,152000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,233200,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,210000,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,160000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,145000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,206000,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,110000,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,70000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,150120,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,120096,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,253000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,168000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,178600,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,142880,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,255000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,169000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,155000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,100000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,151410,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,144200,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,151410,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,115360,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,193170,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,116480,United States,United States,Medium,2023
Head of Data,Full-Time,Executive,329500,United States,United States,Medium,2023
Head of Data,Full-Time,Executive,269600,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,250500,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,159500,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,115000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,198800,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,105200,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,94035,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,57920,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,113600,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,60000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,256000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,116000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,283200,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,188800,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,205640,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,142600,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,193200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,156400,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,196000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,121000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,132300,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,328000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,211000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,237000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,201450,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,229000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,206000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,231000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,183750,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,165400,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,175000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,125000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,285800,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,154600,United States,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,289120,United States,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,192400,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,230000,United States,United States,Medium,2023
AWS Data Architect,Full-Time,Mid,258000,United States,United States,Large,2023
Data Scientist,Full-Time,Senior,196000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,121000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,219000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,141000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,206000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,147000,United States,United States,Medium,2023
Data Manager,Full-Time,Mid,110000,United States,United States,Medium,2023
Data Manager,Full-Time,Mid,70000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,284310,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,153090,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,261500,United States,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,134500,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,145000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,106000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,275300,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,183500,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,140000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,115000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,136600,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,109280,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,281000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,196000,United States,United States,Medium,2023
Data Integration Specialist,Full-Time,Entry,69500,United States,United States,Medium,2023
Data Integration Specialist,Full-Time,Entry,46400,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,285000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,210000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,69525,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,61800,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,160000,Japan,United States,Large,2023
Data Analyst,Full-Time,Senior,125000,United States,United States,Medium,2023
Data Visualization Analyst,Full-Time,Senior,130000,United States,United States,Medium,2023
Data Visualization Analyst,Full-Time,Senior,110000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,130001,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,71907,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,205000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,150000,United States,United States,Medium,2023
Head of Data,Full-Time,Executive,204500,United States,United States,Medium,2023
Head of Data,Full-Time,Executive,142200,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,90000,United States,United States,Medium,2023
Data Modeler,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Modeler,Full-Time,Senior,90700,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,240000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,157250,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,277500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,236500,United States,United States,Medium,2023
Research Scientist,Full-Time,Entry,150000,United States,United States,Medium,2023
Research Scientist,Full-Time,Entry,100000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,62000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,55000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,155000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,140000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,297300,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,198200,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,87500,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,62500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,265000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,217000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,83000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,208450,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,170550,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,130000,United States,United States,Medium,2023
Research Engineer,Full-Time,Entry,165000,United States,United States,Medium,2023
Research Engineer,Full-Time,Entry,145000,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,336400,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,201900,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,189750,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,131100,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,270000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,95000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,117300,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,69000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,182000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,144000,United States,United States,Medium,2023
Data Science Lead,Full-Time,Mid,244000,United States,United States,Medium,2023
Data Science Lead,Full-Time,Mid,200000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,260000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,225000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,102500,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,186600,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,116500,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,222000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,138000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,292000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,164500,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,292200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,163800,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,126000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,280000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,210000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,170000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,150000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,200000,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,225000,United States,United States,Medium,2023
Director of Data Science,Full-Time,Executive,175000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,189750,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,131100,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,123400,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,82200,United States,United States,Medium,2023
Applied Machine Learning Engineer,Full-Time,Executive,225000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,161800,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,121400,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,285000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,193900,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,240000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,196000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,214000,United States,United States,Medium,2023
Decision Scientist,Full-Time,Senior,170000,United States,United States,Medium,2023
Decision Scientist,Full-Time,Senior,155000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,98000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,199000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,145000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,142000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,87500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,165000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,275300,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,183500,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,85000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,245000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,140000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,231250,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,138750,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,155000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,242000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,195000,United States,United States,Medium,2023
Research Scientist,Full-Time,Entry,155000,United States,United States,Medium,2023
Research Scientist,Full-Time,Entry,125000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,160000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,140000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,183924,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,125760,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,147100,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,90700,United States,United States,Medium,2023
Applied Scientist,Full-Time,Entry,213660,United States,United States,Large,2023
Applied Scientist,Full-Time,Entry,130760,United States,United States,Large,2023
