Job Title,Experience Level,Salary,Employee Residence,Company Size,Year
Data Engineer,2,100000,0,2,2022
Data Engineer,2,80000,0,2,2022
Data Scientist,2,100000,0,2,2022
Other,2,221300,0,2,2022
Other,2,148700,0,2,2022
Data Science Manager,2,249260,0,1,2022
Data Science Manager,2,185400,0,1,2022
Data Analyst,2,128875,0,1,2022
Data Analyst,2,93700,0,1,2022
Machine Learning Engineer,2,100000,0,1,2022
Data Analyst,2,136260,0,1,2022
Data Analyst,2,109280,0,1,2022
Data Scientist,2,92000,0,2,2022
Data Engineer,0,129000,0,2,2022
Data Engineer,0,86000,0,2,2022
Other,2,100000,0,2,2022
Other,1,200000,0,1,2022
Other,0,180000,0,2,2022
Data Scientist,1,153000,0,2,2022
Data Analyst,2,150075,0,1,2022
Data Analyst,2,110925,0,1,2022
Machine Learning Engineer,0,83000,0,2,2022
Data Scientist,2,186000,0,1,2022
Data Scientist,2,148800,0,1,2022
Data Analyst,2,112900,0,1,2022
Data Analyst,2,90320,0,1,2022
ML Engineer,2,240000,0,1,2022
ML Engineer,2,160000,0,1,2022
Data Science Manager,2,300000,0,1,2022
Data Science Manager,2,200000,0,1,2022
Other,1,200000,1,2,2022
Other,1,120000,0,1,2022
Other,2,145000,0,1,2022
Other,2,105400,0,1,2022
Data Scientist,2,215300,0,2,2022
Data Scientist,2,158200,0,2,2022
Data Engineer,2,209100,0,2,2022
Data Analyst,2,164000,0,1,2022
Data Analyst,2,132000,0,1,2022
Data Scientist,2,123000,0,1,2022
Data Engineer,2,165400,0,1,2022
Data Engineer,2,132320,0,1,2022
Data Architect,2,208775,0,1,2022
Data Architect,2,147800,0,1,2022
Data Engineer,2,136994,0,1,2022
Data Engineer,2,101570,0,1,2022
Data Engineer,2,183600,0,2,2022
Data Engineer,2,100800,0,2,2022
Data Scientist,2,140400,0,2,2022
Data Scientist,2,260000,0,1,2022
Data Engineer,1,82900,0,1,2022
Data Engineer,1,63900,0,1,2022
Machine Learning Scientist,1,160000,0,2,2022
Machine Learning Scientist,1,112300,0,2,2022
Data Science Manager,1,241000,0,1,2022
Data Science Manager,1,159000,0,1,2022
Data Scientist,2,80000,0,1,2022
Data Analyst,1,58000,0,0,2022
Data Engineer,2,136000,0,1,2022
Data Engineer,2,108800,0,1,2022
Data Engineer,3,242000,0,1,2022
Data Scientist,2,165220,0,1,2022
Data Scientist,2,120160,0,1,2022
Data Analyst,2,124190,0,1,2022
Data Engineer,2,181940,0,1,2022
Data Engineer,2,220110,0,1,2022
Data Engineer,2,160080,0,1,2022
Data Scientist,2,120000,0,2,2022
Data Analyst,1,126500,0,1,2022
Data Analyst,1,106260,0,1,2022
Data Analyst,2,155000,0,1,2022
Data Analyst,2,120600,0,1,2022
Data Analyst,2,102100,0,1,2022
Data Analyst,2,84900,0,1,2022
Data Scientist,2,136620,0,1,2022
Data Scientist,2,99360,0,1,2022
Data Analyst,3,130000,0,1,2022
Data Analyst,3,110000,0,1,2022
Data Analyst,2,170000,0,1,2022
Data Science Manager,2,161342,0,1,2022
Data Science Manager,2,137141,0,1,2022
Data Scientist,2,167000,0,1,2022
Data Scientist,2,211500,0,1,2022
Data Scientist,2,138600,0,1,2022
Data Engineer,2,160000,0,2,2022
Data Engineer,2,113000,0,2,2022
Data Scientist,2,95550,0,1,2022
Data Analyst,1,167000,0,1,2022
Data Analyst,1,115500,0,1,2022
Data Engineer,2,243900,0,1,2022
Data Engineer,2,156600,0,1,2022
Data Analyst,2,136600,0,1,2022
Data Engineer,2,128875,0,1,2022
Data Engineer,2,93700,0,1,2022
Other,3,224000,0,1,2022
Other,3,167875,0,1,2022
Analytics Engineer,3,175000,0,1,2022
Analytics Engineer,3,135000,0,1,2022
Data Scientist,2,205300,0,2,2022
Data Scientist,2,176000,0,1,2022
Data Engineer,2,200100,0,1,2022
Data Engineer,2,70500,0,1,2022
Data Engineer,2,54000,0,1,2022
Data Scientist,2,205300,0,1,2022
Data Scientist,2,140400,0,1,2022
Analytics Engineer,2,205300,0,1,2022
Analytics Engineer,2,184700,0,1,2022
Data Engineer,2,175100,0,1,2022
Data Engineer,2,140250,0,1,2022
Data Analyst,2,116150,0,1,2022
Data Analyst,2,99050,0,1,2022
Machine Learning Engineer,2,214000,0,1,2022
Machine Learning Engineer,2,192600,0,1,2022
Data Architect,2,266400,0,1,2022
Data Architect,2,213120,0,1,2022
Data Scientist,1,141300,0,1,2022
Data Scientist,1,102100,0,1,2022
Data Engineer,1,206699,0,1,2022
Data Engineer,1,99100,0,1,2022
Data Engineer,2,110500,0,1,2022
Data Analyst,2,60000,0,1,2022
Data Scientist,2,230000,0,1,2022
Other,2,150260,0,1,2022
Other,2,109280,0,1,2022
Data Analyst,2,129000,0,1,2022
Data Analyst,2,69000,0,1,2022
Data Engineer,2,25000,0,1,2022
Data Analyst,2,126500,0,1,2022
Data Analyst,2,106260,0,1,2022
Data Analyst,1,135000,0,1,2022
Data Analyst,1,50000,0,1,2022
Machine Learning Engineer,2,220000,0,1,2022
Data Scientist,1,200000,0,1,2022
Data Engineer,3,324000,0,1,2022
Data Engineer,3,216000,0,1,2022
Data Scientist,2,185100,0,1,2022
Data Scientist,2,104890,0,1,2022
Machine Learning Engineer,1,120000,0,0,2022
Other,1,75000,1,2,2022
Other,1,157000,0,2,2022
Data Engineer,0,65000,0,0,2022
Data Scientist,1,109000,0,2,2021
Other,2,200000,1,1,2022
Machine Learning Scientist,1,153000,0,1,2022
Data Scientist,2,100000,1,1,2022
Data Science Manager,2,152500,0,1,2022
Research Scientist,0,120000,0,2,2022
Data Scientist,1,135000,0,2,2022
Other,2,405000,0,2,2022
Data Engineer,2,150000,0,2,2021
Data Science Manager,2,240000,0,2,2021
Data Analyst,1,135000,0,2,2021
Data Scientist,0,80000,0,1,2021
Other,2,380000,0,2,2022
Other,2,177000,0,2,2022
Data Scientist,1,48000,1,0,2022
Other,2,220000,0,2,2021
Data Analyst,1,90000,0,1,2021
Data Scientist,0,100000,0,0,2021
Research Scientist,2,144000,0,2,2022
Other,1,38400,1,1,2021
Other,0,100000,0,2,2022
Data Scientist,1,82500,0,0,2021
Data Engineer,0,120000,0,1,2022
Other,0,125000,0,1,2022
Machine Learning Scientist,2,120000,0,0,2021
Data Analyst,0,50000,0,1,2021
Other,2,200000,0,1,2021
Data Engineer,1,200000,0,2,2021
Data Engineer,1,100000,0,2,2021
Data Architect,1,170000,0,2,2021
Data Architect,1,150000,0,2,2021
Other,0,55000,0,0,2021
Other,3,250000,0,2,2021
Data Engineer,0,80000,0,2,2021
Other,0,70000,0,2,2020
Data Scientist,2,60000,1,2,2020
Machine Learning Engineer,0,125000,0,0,2021
Other,2,120000,0,1,2021
Research Scientist,1,450000,0,1,2020
Data Science Manager,2,144000,0,2,2021
Data Scientist,1,150000,0,1,2021
Other,1,103000,0,2,2020
Data Engineer,2,153000,0,2,2021
Data Engineer,1,90000,0,2,2021
Data Analyst,0,90000,0,0,2021
Data Analyst,0,60000,0,0,2021
Other,1,110000,0,2,2021
Machine Learning Engineer,0,250000,0,2,2020
Data Analyst,2,80000,1,0,2021
Machine Learning Engineer,0,138000,0,0,2020
Data Engineer,1,140000,0,2,2021
Other,2,170000,0,2,2021
Data Analyst,0,80000,0,1,2021
Data Scientist,1,45760,1,0,2020
Other,1,100000,0,1,2021
Other,3,235000,0,2,2021
Other,3,150000,1,2,2021
Machine Learning Scientist,0,225000,0,2,2021
Data Engineer,2,150000,0,1,2021
Data Engineer,2,115000,0,0,2021
Data Engineer,1,106000,0,2,2020
Other,1,11000000,1,2,2021
Other,1,81000,1,0,2021
Other,0,70000,0,1,2021
Other,2,276000,0,2,2021
Data Engineer,2,188000,0,2,2020
Other,2,160000,1,0,2021
Data Scientist,1,105000,0,2,2020
Data Engineer,2,174000,0,2,2021
Data Analyst,1,93000,0,2,2021
Data Scientist,0,90000,0,0,2021
Other,2,170000,0,1,2021
Data Analyst,0,91000,0,2,2020
Data Scientist,2,165000,0,2,2021
Data Analyst,1,80000,0,2,2021
Other,1,110000,0,0,2021
Data Architect,1,180000,0,2,2021
Data Analyst,2,200000,0,2,2021
Data Engineer,2,200000,0,2,2021
ML Engineer,2,256000,0,0,2021
Data Engineer,1,110000,0,2,2021
Data Engineer,0,72500,0,2,2021
Machine Learning Engineer,2,185000,0,2,2021
Data Engineer,1,112000,0,2,2021
Machine Learning Engineer,2,150000,0,2,2020
Data Scientist,0,58000,0,2,2021
Data Scientist,0,100000,0,1,2021
Data Analyst,0,72000,0,2,2020
Data Engineer,1,111775,0,1,2021
Data Engineer,1,93150,0,1,2021
Other,2,160000,1,0,2021
Other,2,190000,0,0,2020
Data Scientist,2,135000,0,2,2021
Data Science Manager,2,4000000,1,2,2021
Data Scientist,1,147000,0,2,2021
Data Science Manager,2,174000,0,2,2021
Other,1,135000,0,2,2020
Other,1,87000,0,2,2020
Data Engineer,1,22000,1,2,2021
Machine Learning Engineer,0,81000,0,0,2021
Other,0,90000,0,0,2021
Other,2,195000,0,1,2021
Data Analyst,1,85000,0,2,2020
Other,1,56000,1,1,2020
Other,1,98000,0,1,2020
Other,2,120000,0,2,2021
Other,3,325000,0,2,2020
Machine Learning Engineer,2,200000,0,2,2021
Data Scientist,1,160000,0,2,2021
Research Scientist,2,50000,1,0,2021
Data Engineer,2,165000,0,1,2021
Other,2,185000,0,2,2021
Data Engineer,1,110000,0,2,2020
Other,2,140000,0,2,2021
Data Scientist,2,120000,0,2,2020
Data Scientist,1,130000,0,2,2021
Data Scientist,1,115000,0,2,2021
Other,2,235000,0,2,2021
Data Analyst,1,75000,0,2,2021
Data Analyst,1,62000,0,2,2021
Data Scientist,1,73000,0,2,2021
Data Science Manager,2,190200,0,1,2020
Data Scientist,1,118000,0,1,2020
Data Scientist,1,138350,0,1,2020
Data Engineer,1,130800,1,1,2020
Other,1,423000,0,2,2021
Other,2,165000,0,2,2021
Data Scientist,2,412000,0,2,2020
Other,1,151000,0,2,2021
Data Scientist,0,105000,0,0,2020
